Number of Rows (Aggregated),avg_age,age_stddev,CODED_PARTY_AFFILIATION,CITY,Score,General,Primary,Special
4,55.25,23.767975654,0.5,HOUSTON,0.125,0.24,0.05,0.083333333
31,48.064516129,18.706390145,-0.161290323,BOLIVAR,0.177618586,0.338066693,0.072235023,0.0625
13,45.384615385,24.026160955,0,MANCHESTER,0.112461325,0.237004155,0.026373626,0
1,24,,0,MOUNT VICTORY,0.052631579,0.111111111,0,
2,33,4.242640687,-0.5,MT PLEASANT,0.264297730,0.434659091,0.171515151,0
77,45.181818182,18.594514806,-0.168831169,MINERVA,0.192007098,0.338256355,0.058933083,0.078703704
8,57.625,21.030165409,-0.5,BLUE ROCK,0.250887784,0.53,0.071428571,0
15,57.2,18.303785713,-0.266666667,SENECAVILLE,0.200593109,0.380599681,0.089926152,0.057692308
77,45.545454545,17.651260172,-0.064935065,LOGAN,0.176008516,0.332915037,0.057771672,0.049107143
1,38,,0,SO BLOOMINGVILLE,0.016129032,0.041666667,0,0
1,42,,0,FRIENDSHIP,0.0625,0.16,0,0
592,47.148648649,17.166789985,-0.155405405,FINDLAY,0.146710841,0.256564766,0.071833692,0.040909091
7,62.714285714,7.889112449,0.285714286,JACOBSBURG,0.234375,0.428571429,0.122448980,0
2,43.5,6.363961031,0,WALHONDING,0,0,0,0
3219,44.602982293,18.232874947,0.097545822,TOLEDO,0.133089643,0.251540490,0.049022268,0.024425287
8,51.375,24.313062333,-0.125,BIG PRAIRIE,0.305814914,0.492771739,0.186239496,0.3
6,42.5,20.579115627,0,IRWIN,0.228639069,0.320634921,0,0
12,44.75,20.512191497,-0.333333333,BOTKINS,0.187107308,0.369166667,0.040476191,0
10,48.2,17.980236063,0.2,MILLFIELD,0.172395833,0.339789474,0.066305419,0.071428571
39,47.102564103,16.234782140,-0.025641026,DENNISON,0.208275758,0.381574057,0.100843463,0.017241379
7,35.285714286,19.085022799,0,ATTICA,0.255350673,0.346122449,0.191836735,0.083333333
91,53.472527473,21.024504570,-0.307692308,COLUMBIANA,0.238910204,0.437895811,0.108258603,0.05
3,47,17.088007491,0,PORTLAND,0.086277174,0.194074074,0.019047619,0
88,51.136363636,18.072129949,-0.125,CONNEAUT,0.149905992,0.293915602,0.061663080,0.021739130
30,55.266666667,15.668843087,-0.066666667,MINERAL RIDGE,0.262863659,0.447866282,0.152911256,0.0625
21,50,20.603397778,-0.142857143,PERRYSVILLE,0.226013255,0.375105947,0.090000000,0.071428571
13,49.923076923,18.865583914,-0.076923077,PLEASANTVILLE,0.122091517,0.244122288,0.044410762,0
12,49.833333333,18.867159218,0.083333333,COLLINS,0.140934180,0.314664855,0.030952381,0
9,59.333333333,18.323482202,-0.222222222,SHERWOOD,0.284532073,0.524166667,0.133333333,0.125
3,42,19.078784028,0,FAIRPOINT,0.153438783,0.311322751,0.056349206,0
911,48.013172338,17.702853869,-0.031833150,LOVELAND,0.156854921,0.287166500,0.058465261,0.015357143
15,56.266666667,20.383700304,-0.066666667,GREENWICH,0.242708333,0.420444444,0.136507936,0
49,45.326530612,15.914338078,-0.224489796,MARENGO,0.217677671,0.379725964,0.088081710,0.033783784
5,41.4,18.689569283,-0.4,HOPEWELL,0.233962264,0.439714286,0.094231602,0
52,48.346153846,19.154566972,-0.134615385,BLANCHESTER,0.180461229,0.324088306,0.069106662,0.027027027
2687,46.948641608,16.999747190,-0.008559732,WEST CHESTER,0.112102733,0.220229824,0.032350296,0.034609053
830,50.142168675,18.461946129,0.034939759,NORTH ROYALTON,0.152845546,0.279511448,0.070871858,0.003030303
187,49.673796791,19.543046175,0.208556150,NILES,0.184800417,0.316012491,0.099039930,0.087591241
11,55.272727273,15.792978877,0,LITTLE HOCKING,0.220432551,0.378859036,0.129870130,0.025
45,53.444444444,20.700851493,-0.288888889,DELTA,0.273057498,0.500236652,0.133331742,0.071428571
432,41.960648148,19.517873956,0.122685185,BOWLING GREEN,0.172884490,0.296179338,0.077140846,0.041111111
193,48.367875648,18.224994403,-0.025906736,FREMONT,0.194707368,0.330744617,0.093806274,0.111502347
58,46.913793103,14.074095257,-0.120689655,MONCLOVA,0.114848641,0.239146521,0.034214452,0
5,30.2,10.779610383,0.2,HIGHLAND HILLS,0.242423922,0.293267081,0.014285714,0
121,49.545454545,19.370080020,-0.206611570,GREENVILLE,0.161475293,0.296212668,0.068120549,0.03125
7,44,21.102922388,-0.428571429,SARDIS,0.204057631,0.415952381,0.033133253,0
11,46.181818182,19.513165719,-0.090909091,WATERFORD,0.214230372,0.384588745,0.114529221,0
251,48.362549801,17.724108775,-0.211155378,SIDNEY,0.165955139,0.294433821,0.071261767,0.027923211
1,73,,0,NEW ATHENS,0.03125,0.08,0,0
95,45.652631579,16.964774783,0.073684211,OLMSTED FALLS,0.126740962,0.243227336,0.055193076,0
18,44.444444444,20.135488782,-0.111111111,LYNCHBURG,0.123982162,0.251535088,0.041269841,0
27,49.259259259,20.171557647,-0.185185185,PEMBERVILLE,0.257793559,0.513838918,0.082758621,0.035714286
4,34.25,15.924300089,-0.5,BLOOMINGBURG,0.186500754,0.298662587,0.095238095,0.75
36,48.694444444,17.124451098,0.111111111,ROSEVILLE,0.177965730,0.335297907,0.077007470,0
895,44.627932961,17.219373541,0.015642458,GROVE CITY,0.130535777,0.246622409,0.045650365,0.035235798
132,56.098484848,17.971928853,-0.106060606,VERMILION,0.211894473,0.380392825,0.102305567,0.030973451
5,43.8,18.619881847,-0.2,RARDEN,0.128892544,0.226181818,0.074285714,0
12,47.083333333,18.322655293,-0.083333333,NEW MATAMORAS,0.079730550,0.184583333,0.011904762,0
2,38,21.213203436,-0.5,TREMONT CITY,0.150520834,0.331428571,0.028571428,0
124,51.725806452,19.542465210,-0.209677419,VAN WERT,0.175204386,0.309265309,0.087120864,0.020202020
1,47,,-1,HOLLANSBURG,0.125,0.24,0.057142857,0
24,47.208333333,17.062491705,-0.25,ANNA,0.196157082,0.380693346,0.073881674,0.0375
118,45.635593220,17.802652858,-0.288135593,CLEVES,0.185099427,0.353254494,0.068072982,0.009259259
14,56.714285714,15.944271078,-0.5,RAY,0.228675912,0.464920635,0.086136524,0
1,29,,0,HARVEYSBURG,0.189189189,0.428571429,0.043478261,
722,49.074792244,18.082487878,0.036011080,BROADVIEW HTS,0.154497499,0.273028623,0.063679281,0.002220249
6,48.833333333,14.538454755,-0.666666667,LEWISVILLE,0.285625,0.518787879,0.133333333,0.15
11,41.909090909,14.583926395,-0.090909091,SOUTH BLOOMFIELD,0.126937973,0.244577922,0.053073014,0.035714286
3,49.333333333,19.218047074,0,CLOVERDALE,0.17741578,0.350370370,0.072577997,0
3,32.333333333,13.576941236,0.333333333,WHIPPLE,0.399242424,0.463492063,0.042857143,0
30,46.4,19.508795541,-0.033333333,APPLE CREEK,0.154694223,0.314933622,0.037142857,0.025
14,40.142857143,10.988505483,-0.285714286,NORTH LEWISBURG,0.118579347,0.23999667,0.045854592,0
4,44.5,21.142374512,0,NEW WESTON,0.171299342,0.374480519,0.039285714,0
24,51.125,18.972090486,-0.125,GREENFIELD,0.188901991,0.378284161,0.063095238,0.0875
22,43.409090909,14.490256467,0.045454545,BROOKLYN HTS,0.130052761,0.212561983,0.033279736,0
7,46.857142857,15.582346544,-0.285714286,ROGERS,0.113952551,0.252746070,0.028818800,0
129,50.062015504,18.477076988,-0.124031008,GRAFTON,0.218518341,0.391483830,0.081252100,0.020408163
5,67.4,18.528356646,0.2,BERGHOLZ,0.203125,0.344,0.114285714,0.1
31,46.225806452,20.134066781,0.258064516,THE PLAINS,0.229404958,0.415941711,0.107882574,0.052631579
72,50.222222222,18.427033281,0.041666667,NORTHWOOD,0.169850596,0.324530610,0.057875209,0.013392857
18,49.222222222,19.794697910,-0.277777778,REEDSVILLE,0.228784722,0.432211590,0.095502645,0.125
10,53.2,15.774804102,0,BERKEY,0.4078125,0.516,0.088888889,0.027777778
41,52.585365854,18.462090361,0.048780488,UHRICHSVILLE,0.204040922,0.369572281,0.101880081,0.044117647
80,48.525,16.305605932,0.075,AUBURN TWP,0.188096161,0.343939733,0.083912861,0.0546875
177,48.830508475,17.632117398,-0.152542373,LONDON,0.191070982,0.333537300,0.088192531,0.132692308
3,53.666666667,11.930353445,0.666666667,CAMP DENNISON,0.135416667,0.28,0.047619048,0
50,51.18,19.451341699,-0.02,RITTMAN,0.145475662,0.282337602,0.060601743,0.013513514
15,51.866666667,20.258566677,-0.266666667,NEGLEY,0.131547619,0.246666667,0.057142857,0
51,47.431372549,18.203576464,-0.176470588,WELLSTON,0.190735981,0.320507831,0.088525780,0.073529412
26,46.692307692,15.645495788,-0.192307692,MONROEVILLE,0.176667190,0.310152007,0.094677198,0.065789474
7,57.714285714,14.488090347,0.142857143,HOMERVILLE,0.214357719,0.394523810,0.085714286,0.214285714
9,54.888888889,8.852181150,0.111111111,STRYKER,0.263888889,0.493333333,0.130158730,0
3,54,4.582575695,0,HOLMESVILLE,0.052083333,0.093333333,0.028571429,0
8,49.25,18.706377828,0.25,TIPPECANOE,0.12890625,0.25,0.057142857,0
29,47.793103448,18.109546240,-0.310344828,FRAZEYSBURG,0.198436472,0.356090526,0.070002723,0.032608696
62,46.935483871,17.292916173,-0.145161290,ASHVILLE,0.180740933,0.352396243,0.053860968,0.029629630
5,55.4,7.635443668,0.6,EAST ROCHESTER,0.20625,0.4,0.062857143,0.25
30,46.333333333,15.412340182,-0.233333333,WINCHESTER,0.137125027,0.260750562,0.063845889,0
12,58.5,21.398810502,-0.333333333,NEW WASHINGTON,0.259493371,0.506839200,0.096187850,0.159090909
537,45.474860335,19.269200088,-0.046554935,FAIRBORN,0.112763860,0.208998183,0.041381052,0.009365994
33,51,17.089836161,-0.181818182,JAMESTOWN,0.175153831,0.333827509,0.076334776,0.038461538
15,46,18.295198433,-0.4,MIDDLE POINT,0.235269608,0.406333333,0.060487528,0
7,51.428571429,17.290239471,0,PORTAGE,0.136585884,0.268214286,0.05855573,0
84,51.892857143,19.616822052,0.142857143,STRUTHERS,0.187575609,0.317341612,0.104734059,0.055970149
170,46.252941176,17.417281007,-0.164705882,CANAL FULTON,0.195337378,0.345615001,0.078573395,0.039713542
20,42.7,15.593858440,-0.15,MECHANICSBURG,0.250844208,0.442880952,0.118842340,0.016666667
45,57.288888889,21.488498215,-0.222222222,BLOOMINGDALE,0.326616636,0.530771605,0.185330688,0.194444444
47,48.978723404,19.587584091,-0.319148936,GERMANTOWN,0.305056991,0.462456480,0.150943479,0.0625
83,53.168674699,19.663522795,-0.216867470,CARROLLTON,0.250664249,0.466884158,0.109668911,0
332,,,0,,,,,
72,51.333333333,21.108038653,0,DOYLESTOWN,0.240356583,0.427896860,0.090977305,0.098214286
12,50,19.493588690,0,BUCKEYE LAKE,0.083333333,0.166666667,0.028571429,0.0625
45,38.711111111,15.351372788,0.111111111,NELSONVILLE,0.181983270,0.345434759,0.070232200,0.02
1,66,,0,LEMOYNE,0.078125,0.16,0.028571429,0
26,54.230769231,23.336336803,-0.307692308,NEW CONCORD,0.230141715,0.399000166,0.125679945,0.071428571
106,47.632075472,18.460937123,-0.207547170,ORRVILLE,0.170625708,0.297007905,0.070025120,0.053797468
13,64.769230769,16.976227723,-0.076923077,HOPEDALE,0.252804487,0.525,0.082417583,0
40,43.175,16.007830616,0,ALBANY,0.160387009,0.306820562,0.067967424,0.019444444
6,57.833333333,19.853631070,-0.166666667,MCCUTCHENVILLE,0.284256649,0.494242424,0.166666667,0
21,52.047619048,19.048559501,0.142857143,ANTWERP,0.215361421,0.414784580,0.087755102,0
1,77,,1,LACARNE,0.21875,0.4,0.114285714,0
5855,40.603928266,17.936695945,0.122117848,CLEVELAND,0.100469628,0.190311067,0.032995818,0.001965409
7,46.714285714,18.891923192,-0.571428571,FT JENNINGS,0.305999373,0.551063373,0.156450856,0.0625
155,49.696774194,19.373423419,-0.109677419,NEW PHILADELPHIA-DOVER,0.191469078,0.347861692,0.079402323,0.027777778
4,56.75,13.149778198,-0.25,NEW PLYMOUTH,0.23828125,0.46,0.1,0.0625
3,67.333333333,18.583146486,0,ZOAR,0.197916667,0.44,0.047619048,0
13,47.538461538,16.641391091,-0.153846154,WESTFIELD CENTER,0.215396017,0.324273504,0.066666667,0.15
1,31,,-1,LAFFERTY,0.108695652,0.166666667,0.071428571,
30,53.633333333,18.981812227,-0.033333333,WAKEMAN,0.214474206,0.394074074,0.102105933,0.0625
2,69,2.828427125,-1,MIDDLEBRANCH,0.59375,0.86,0.414285715,0.5
27,50.703703704,18.142204969,-0.185185185,STRASBURG,0.217348337,0.410493827,0.095428609,0
18,45.222222222,18.154745144,-0.111111111,GRAYTOWN,0.165569243,0.309125465,0.074470899,0.020833333
44,50.568181818,17.136114085,0.045454545,MINGO JCT,0.224567050,0.372035465,0.133954695,0.080882353
41,50.170731707,21.126881501,-0.024390244,BARNESVILLE,0.209951616,0.385553824,0.075503924,0.011904762
16,39.875,9.646242792,0.0625,LITHOPOLIS,0.083122780,0.166841251,0.030930398,0.022727273
11,44.909090909,25.069720962,-0.363636364,KINGSVILLE,0.179159977,0.337659852,0.076190476,0.05
5,46,17.958284996,0,HELENA,0.115625,0.232,0.04,0.0625
70,54,16.852299546,-0.228571429,VALLEY CITY,0.190841904,0.349007185,0.088095905,0.061475410
35,50.828571429,16.484369984,-0.114285714,NEWBURY,0.222907473,0.374929607,0.127212740,0.112068966
8,37.875,14.923016738,-0.25,NEW BLOOMINGTON,0.230282738,0.438125,0.095467033,0.0625
82,50.621951220,19.557853554,0.024390244,MAYFIELD VILLAGE,0.137968432,0.273437961,0.052735237,0
4,45,23.094010768,-0.5,LANSING,0.185801631,0.38,0.064285714,0
6,49.333333333,24.565558546,-0.166666667,FAYETTE,0.198090278,0.400579710,0.033333333,0.125
3,44,22.912878475,-0.333333333,TONTOGANY,0.182291667,0.333333333,0.085714286,0.125
461,49.279826464,17.896253093,-0.017353579,NORTHFIELD,0.120976621,0.238642365,0.046007033,0.006355932
282,51.361702128,20.094359824,0.092198582,RICHMOND HTS,0.133715156,0.251238736,0.049210136,0.001190476
2,38.5,2.121320344,0,VAUGHNSVILLE,0.119877049,0.305833333,0,0
7,35.142857143,7.537209285,0.142857143,MT BLANCHARD,0.185431911,0.338285893,0.097583841,0
33,49.030303030,20.512930142,-0.121212121,CARROLL,0.248583460,0.433294651,0.118853306,0.239583333
2,38.5,21.920310217,-0.5,CHATFIELD,0.171875,0.34,0.071428571,0
30,55.733333333,20.185234162,-0.166666667,DIAMOND,0.189601371,0.343326007,0.093663004,0.072916667
6,47.666666667,14.486775579,-0.166666667,RUTLAND,0.197916667,0.373333333,0.090476190,0.05
87,44.264367816,17.837418059,-0.034482759,COSHOCTON,0.136972399,0.246488341,0.052891955,0.008474576
80,54.275,20.126797427,-0.0375,MT GILEAD,0.291106857,0.487973414,0.160894163,0.031746032
34,48.058823529,15.201557290,0,LAGRANGE,0.188650562,0.343435829,0.092169736,0.046296296
11,54.545454545,17.778434331,-0.636363636,GLENMONT,0.525184275,0.752727273,0.315776397,0.361111111
215,48.093023256,17.091854585,0.051162791,GROVEPORT,0.142493435,0.250450680,0.062247785,0.026234568
212,47.561320755,20.084442923,-0.113207547,STEUBENVILLE,0.177965061,0.314631590,0.084411977,0.081034483
142,48.985915493,19.215089341,-0.147887324,LOUISVILLE,0.252471242,0.419254853,0.124257115,0.083333333
7,48.714285714,17.394580437,-0.285714286,RAWSON,0.155414747,0.292619048,0.061344538,0.083333333
13,56.384615385,20.826819494,-0.230769231,SMITHFIELD,0.182291667,0.302692308,0.109890110,0.045454545
8,52.375,19.360766661,0.125,YORKVILLE,0.089196162,0.181780303,0.032142857,0
1,41,,1,DUNBRIDGE,0.25,0.52,0.085714286,0
2,51.5,31.819805153,-0.5,MECHANICSTOWN,0.170454545,0.355384616,0.057142857,0
154,48.928571429,17.411628277,-0.051948052,RICHFIELD,0.164690682,0.307545153,0.049684525,0.010504202
313,50.520766773,19.577599953,0.102236422,AUSTINTOWN,0.215733343,0.382202071,0.103601074,0.010233918
498,43.403614458,13.028978188,0.018072289,PLAIN CITY,0.128040461,0.238436593,0.038057948,0.014430894
33,52.393939394,18.484688586,-0.181818182,FRANKFORT,0.196433728,0.366647427,0.071293290,0.064814815
5,55,24.124676164,0.6,NEW MARSHFIELD,0.35,0.64,0.142857143,0
15,62.733333333,21.288718228,-0.133333333,DELLROY,0.236046112,0.437584046,0.116246499,0.020833333
86,49.848837209,17.286865086,-0.116279070,GALION,0.186041002,0.314402277,0.088911383,0.136029412
891,44.692480359,16.712430267,0.278338945,SHAKER HTS,0.161804178,0.273245937,0.069149993,0.001190476
52,48.75,17.023484356,0.038461538,THORNVILLE,0.174615969,0.326589534,0.056990069,0.029069767
430,50.613953488,18.147152729,-0.053488372,BRECKSVILLE,0.163792549,0.304669215,0.070495865,0.010174419
17,42.411764706,11.900939162,-0.235294118,WOODVILLE,0.171952109,0.313168108,0.089279348,0
601,47.402662230,16.478094335,-0.044925125,SPRINGBORO,0.150281843,0.269364687,0.054265105,0.044117647
65,44.938461538,14.655285867,-0.046153846,GLENWILLOW,0.064680885,0.122602538,0.021269841,0
4,46.75,30.890937182,0,OBETZ,0.213543758,0.387113095,0.105357143,0.25
1,62,,0,OLD WASHINGTON,0,0,0,0
15,44.933333333,17.596536456,-0.066666667,MT VICTORY,0.096749687,0.204700855,0.021106337,0
424,50.313679245,19.183774706,-0.002358491,CANFIELD,0.181126054,0.330353415,0.075478265,0.006191950
17,56.647058824,19.235192930,0,DESHLER,0.210187693,0.359495798,0.115966387,0.125
8,54.625,17.229024514,0.125,GROVER HILL,0.149290589,0.277260766,0.071428571,0.035714286
50,44.94,17.114750769,-0.3,BETHEL,0.165202957,0.300291775,0.058725925,0
46,54.913043478,17.356172244,-0.695652174,EDON,0.305112151,0.543574160,0.165673276,0.006410256
2,54,21.213203436,0,CUSTAR,0.0546875,0.14,0,0
155,48.529032258,17.918759551,-0.032258065,FOSTORIA,0.153184871,0.288665910,0.060604043,0.027083333
130,54.538461538,19.923556953,-0.192307692,BRYAN,0.192973406,0.343784521,0.092675390,0.045673077
7,51.857142857,14.380873541,0,RAYMOND,0.183717237,0.362857143,0.075039246,0
151,48.139072848,16.966256603,-0.225165563,HARRISON,0.150498982,0.305593517,0.052024600,0.008264463
1,45,,0,PETTISVILLE,0.109375,0.28,0,0
155,53.812903226,18.876834940,-0.303225806,CHESTERLAND,0.237769829,0.425462750,0.119424731,0.079457364
13,46.692307692,19.357963974,-0.461538462,REPUBLIC,0.248841783,0.457236097,0.094505495,0.21875
153,51.352941176,17.612596639,0.084967320,MORELAND HILLS,0.148830994,0.285970030,0.049179275,0
2,37.5,2.121320344,0,W LEIPSIC,0.024761652,0.063478261,0,0
149,49.624161074,17.593563208,-0.248322148,CELINA,0.194048297,0.346068387,0.089748611,0.099576271
32,59.5625,22.027750094,0,GENOA,0.231617424,0.443770292,0.097781385,0.009259259
15,42.333333333,13.952299691,-0.133333333,SOMERVILLE,0.339746443,0.455576313,0.101886634,0
19,53.315789474,15.308141013,-0.263157895,BREMEN,0.255311955,0.452310146,0.128714835,0.143518518
54,54.814814815,18.502497612,-0.444444444,FT RECOVERY,0.249111124,0.496052238,0.093273734,0
23,52.782608696,18.983142095,-0.217391304,BUTLER,0.216394296,0.423007246,0.081987578,0.052631579
2,81,2.828427125,-0.5,WALNUT CREEK,0.2578125,0.46,0.142857143,0
9,68.111111111,16.751451015,0.444444444,HAVILAND,0.319772898,0.579365079,0.168253968,0.03125
19,44.684210526,18.147704573,-0.210526316,MARSHALLVILLE,0.246527778,0.424912281,0.073313492,0
1,55,,0,HAYESVILLE,0.203125,0.48,0.028571429,0
14,57.285714286,19.164986389,-0.142857143,SYCAMORE,0.256101191,0.463726708,0.133073229,0.041666667
558,44.154121864,19.031616212,0.127240143,KENT,0.154214268,0.277474839,0.067750478,0.045279383
181,50.817679558,19.586132201,-0.082872928,ST CLAIRSVILLE,0.145111351,0.277991299,0.056356929,0.043706294
12,41.083333333,18.802602979,-0.416666667,ARCADIA,0.277893094,0.389537037,0.138946111,0.071428571
13,44,13.235054464,-0.076923077,JEWETT,0.248458457,0.499169644,0.096365173,0
6,68,4.647580015,-0.666666667,COLLEGE CORNER,0.380208333,0.66,0.219047619,0.041666667
8,43.25,16.568041526,-0.625,RADNOR,0.318779904,0.580319549,0.150128284,0.25
1368,49.804093567,19.657817048,0.013157895,CANTON,0.174879981,0.316359854,0.076443157,0.050460224
160,51.6625,19.124184531,-0.20625,CAMBRIDGE,0.190077111,0.346959979,0.074365803,0.025793651
2,59,12.727922061,-1,NEW MADISON,0.3359375,0.68,0.128571429,0
9,46.111111111,15.870132675,-0.111111111,FRANKLIN FURNACE,0.132523148,0.264615385,0.049206349,0
1,78,,-1,MAPLEWOOD,0.5,0.8,0.342857143,0
61,50.409836066,19.679411449,0.163934426,CAMPBELL,0.182975683,0.332182435,0.088694912,0.054347826
6,67.666666667,25.602083249,-0.166666667,VERSAILLES,0.361979167,0.556666667,0.226190476,0.3
36,55.277777778,21.508285594,-0.361111111,LEWISBURG,0.202608934,0.375517307,0.096705147,0
687,49.633187773,17.698048982,-0.007278020,BRUNSWICK,0.164712411,0.290018593,0.078659979,0.027474196
13,50.846153846,18.160608258,-0.307692308,CROTON,0.207917430,0.383931624,0.105494505,0
6,68.5,9.974968672,0,GRAND RIVER,0.325520833,0.593333333,0.161904762,0.083333333
4,58,6.271629241,-0.25,KIRKERSVILLE,0.18359375,0.31,0.107142857,0.0625
243,53.308641975,20.027032542,0.131687243,ASHTABULA,0.191336893,0.330180981,0.098642886,0.051813472
2,45,4.242640687,-0.5,MILLER CITY,0.140625,0.32,0.028571428,0
3,55.666666667,9.018499506,-0.666666667,CHAGRIN FALLS TWP,0.145833333,0.28,0.066666667,0
8,47.875,22.002840726,-0.25,BREWSTER,0.277003705,0.514307359,0.120021645,0.083333333
21,47.571428571,17.797672400,-0.047619048,BRILLIANT,0.164732837,0.303706294,0.082142857,0
8,47.125,9.642724867,-0.375,CABLE,0.174609375,0.322777778,0.085714286,0
19,55.315789474,13.383458412,-0.315789474,CALEDONIA,0.219742514,0.430047847,0.094736842,0
7,56.285714286,17.913814834,-0.571428571,LUDLOW FALLS,0.389030612,0.689047619,0.200765306,0.125
16,53.8125,24.631196344,-0.0625,BELOIT,0.199165483,0.356309524,0.108630952,0
1,50,,0,NASHVILLE,0.203125,0.44,0.057142857,0
331,54.697885196,19.006361656,0.123867069,POLAND,0.249510626,0.422699555,0.136394284,0.013489209
3,38.666666667,23.692474192,0,MCGUFFEY,0.128464912,0.261414141,0.028571429,0
66,42.030303030,17.326697672,-0.030303030,ADA,0.144996864,0.267867653,0.043622309,0.075
6,59.5,21.097393204,0,CUYAHOGA HTS,0.208333333,0.366666667,0.114285714,0.05
1,34,,0,JERRY CITY,0.169811321,0.35,0.0625,0
12,59.75,14.943073798,0,PIEDMONT,0.234068627,0.420416667,0.123809524,0.022727273
18,41.777777778,16.909988540,0,GNADENHUTTEN,0.190879392,0.358946573,0.077711704,0.104166667
5,50.4,21.078424989,-0.6,LAKE WAYNOKA,0.346875,0.472,0.085714286,0.0625
367,50.376021798,19.210091624,-0.079019074,MARION,0.149837192,0.284909486,0.060256291,0.008865248
62,49.338709677,18.694211911,-0.225806452,WAUSEON,0.168762157,0.297381230,0.067766924,0.032608696
3,76.333333333,2.516611478,1,METAMORA,0.427083333,0.72,0.238095238,0.25
2202,45.334241599,16.933523152,-0.040417802,HAMILTON,0.105170110,0.204924457,0.031415815,0.019699812
1254,44.177033493,17.245532139,-0.009569378,FAIRFIELD,0.074611520,0.154019942,0.019296978,0.016156463
28,48.178571429,21.802231574,0,BRADFORD,0.155942211,0.282549236,0.075510204,0.055555556
1,60,,1,STRATTON,0.453125,0.68,0.342857143,0
6,55,20.765355764,-0.166666667,VANLUE,0.208512759,0.383174603,0.106597222,0
24,49.625,17.289887721,-0.416666667,CARLISLE,0.202048781,0.346909113,0.097949736,0.065789474
34,50.794117647,16.723743621,-0.264705882,SOUTH CHARLESTON,0.273584803,0.487007469,0.141201186,0.064814815
2,60,53.740115370,0,MAGNETIC SPRINGS,0,0,0,0
9,44.666666667,21.195518394,-0.222222222,MCCLURE,0.277976190,0.425608466,0.082359307,0.035714286
2,34,14.142135624,-0.5,SCOTTOWN,0.15625,0.36,0.028571428,0
3,48.666666667,25.324559884,0,BALTIC,0.188125,0.380606061,0.066666667,0
1,92,,1,NEW HAVEN,0.484375,0.68,0.4,0
355,48.250704225,18.891205568,0.039436620,HOLLAND,0.146145766,0.285576019,0.044547294,0.018924303
5,42.6,20.107212636,-0.4,RUSHSYLVANIA,0.135681818,0.219047619,0.070178571,0
19,51.315789474,21.213341273,-0.421052632,AUSTINBURG,0.203590320,0.371695395,0.093422868,0.057692308
16,48.25,20.094775440,-0.0625,SABINA,0.150290865,0.268072917,0.070833333,0.068181818
8,48.75,16.015617378,-0.25,TIRO,0.195572917,0.420434783,0.053676471,0.035714286
16,46.8125,17.989696125,-0.5,PAYNE,0.198821605,0.376833194,0.086804097,0
167,50.904191617,19.939436474,0.023952096,WICKLIFFE,0.170667690,0.326885973,0.060988666,0.08984375
623,47.804173355,17.151495822,0.003210273,AVON,0.140171228,0.269108273,0.047308015,0.017171717
32,53.5625,15.951413124,-0.28125,CASTALIA,0.289689851,0.504944196,0.129604322,0.074074074
10,47.6,18.246460844,-0.1,VICKERY,0.229081349,0.391705628,0.02875817,0
2,93,0,-1,BUCKLAND,0.46875,0.68,0.342857143,0.25
549,46.748633880,19.213044510,0.205828780,YOUNGSTOWN,0.158191167,0.275938979,0.081900872,0.036745407
9,48.888888889,15.406528198,0.111111111,SCOTT,0.132691421,0.273820817,0.047916667,0
4,58,22.803508502,-0.5,JACKSON CENTER,0.2578125,0.5,0.100000000,0.166666667
64,50.6875,19.645165809,-0.109375,GEORGETOWN,0.235578013,0.421574242,0.074303811,0.010638298
25,49.68,17.969232965,-0.24,LITCHFIELD,0.238094026,0.390478322,0.106998848,0.083333333
17,42.470588235,13.816284084,-0.352941176,WASHINGTONVILLE,0.159691319,0.288907563,0.074789916,0
32,49.28125,16.706642247,-0.78125,CROWN CITY,0.284233570,0.534151508,0.133931629,0
28,52.178571429,21.597416806,-0.357142857,LEROY,0.280912825,0.446155372,0.118391548,0.047619048
363,46.391184573,17.211268616,-0.137741047,LEBANON,0.175941751,0.308836618,0.076670194,0.047619048
9,44.555555556,12.258783699,0.111111111,BRADNER,0.115046296,0.233768116,0.038095238,0
39,58.487179487,20.559121160,-0.358974359,WALTON HILLS,0.262736787,0.455994054,0.143589744,0
14,50.785714286,21.035422767,-0.357142857,ASHLEY,0.194128961,0.338435374,0.108410637,0.045454545
41,51.780487805,18.660804103,-0.121951220,WILLIAMSBURG,0.219332757,0.410723049,0.096421990,0.030303030
6,40.833333333,10.703581955,-0.166666667,PORT JEFFERSON,0.099479167,0.205925926,0.024675325,0
21,47.190476190,19.953994707,-0.095238095,WESTON,0.176196809,0.316608187,0.087787299,0.096153846
15,52.933333333,19.016784566,0,GREEN SPRINGS,0.332291667,0.554666667,0.191428571,0.104166667
70,49.271428571,18.578405283,-0.2,NEW RICHMOND,0.157360296,0.309068007,0.062994058,0.009433962
30,46.166666667,15.058697414,-0.466666667,GRAND RAPIDS,0.260536612,0.452844720,0.112643678,0.043478261
78,50.858974359,18.357718472,-0.089743590,SWANTON,0.200603232,0.366910867,0.094250970,0.061475410
6,51.166666667,15.263245614,0.5,NEW STRAITSVILLE,0.168448465,0.305238095,0.090476190,0
91,51.208791209,18.288136096,-0.032967033,MOGADORE,0.213567947,0.386835199,0.107215246,0.024305556
12,55,17.842747444,-0.25,PITSBURG,0.21875,0.41,0.107142857,0
